date,sh_close,sh_open,sh_high,sh_low,sh_chg,sh_amount,gz_close,gz_open,gz_high,gz_low,gz_chg,gz_amount,sz_close,sz_open,sz_high,sz_low,sz_chg,sz_amount,hs_close,hs_open,hs_high,hs_low,hs_chg,hs_amount,up_count,down_count,flat_count,limit_up,limit_down,scanned,sh_ma20,sh_ma60,sh_trend,sh_trend_now,sh_beichi
2026-03-04,4082.47,4087.63,4106.04,4055.41,-0.98,1113082036224.0,10664.33,10562.04,10824.42,10562.04,-0.4,721827463168.0,13917.75,13854.37,14112.02,13854.37,-0.75,1252672012288.0,4602.62,4609.19,4639.42,4575.82,-1.14,608923156480.0,2378,6536,144,67,44,9169,4115.79,4035.47,上涨,上涨,False
2026-03-05,4108.57,4109.78,4125.62,4090.62,0.64,1068043730944.0,10797.26,10851.44,10867.24,10730.8,1.25,762264289280.0,14088.84,14160.2,14202.76,13999.7,1.23,1321994027008.0,4647.69,4651.94,4671.53,4630.3,0.98,570443759616.0,6870,2021,165,109,13,9178,4113.66,4038.71,上涨,上涨,False
2026-03-06,4124.19,4085.9,4129.46,4085.9,0.38,978805915648.0,10907.54,10734.85,10939.7,10731.33,1.02,710785171456.0,14172.63,14015.54,14212.84,13969.34,0.59,1221343313920.0,4660.44,4621.49,4671.71,4612.79,0.27,487807090688.0,7099,1798,159,115,8,9179,4111.97,4042.49,上涨,上涨,False
2026-03-09,4096.6,4098.7,4106.53,4052.55,-0.67,1194106159104.0,10828.24,10733.08,10857.05,10540.82,-0.73,814971748352.0,14067.5,13920.29,14103.63,13701.67,-0.74,1453438664704.0,4615.46,4600.25,4625.98,4548.97,-0.97,665821511680.0,2101,6818,142,74,17,9152,4110.9,4046.13,上涨,上涨,False
2026-03-10,4123.14,4098.59,4123.96,4098.59,0.65,1036427198464.0,11048.09,10921.89,11049.5,10921.89,2.03,785308385280.0,14354.07,14239.3,14357.82,14239.3,2.04,1361460461568.0,4674.76,4648.79,4677.6,4648.79,1.28,557607878656.0,7626,1290,142,111,8,9177,4116.27,4050.25,上涨,上涨,False
2026-03-11,4133.43,4123.67,4135.84,4112.8,0.25,1063600848896.0,11036.89,11062.11,11113.82,10999.02,-0.1,800800374784.0,14465.41,14373.74,14531.02,14373.01,0.78,1444776771584.0,4704.5,4681.03,4711.87,4674.71,0.64,579564404736.0,3989,4819,250,74,9,9141,4119.55,4054.1,上涨,上涨,False
2026-03-12,4129.1,4133.2,4141.65,4103.16,-0.1,1078215311360.0,10954.97,11025.54,11050.63,10873.83,-0.74,767200722944.0,14374.87,14457.63,14478.05,14245.77,-0.63,1363682656256.0,4687.56,4700.72,4704.38,4654.31,-0.36,572105490432.0,2255,6615,183,68,10,9131,4120.9,4057.52,上涨,上涨,False
2026-03-13,4095.45,4117.57,4134.08,4086.85,-0.81,1063918174208.0,10784.55,10904.01,10955.61,10760.66,-1.56,734853791744.0,14280.78,14300.92,14454.31,14245.96,-0.65,1336398970880.0,4669.14,4669.06,4707.42,4659.5,-0.39,580305616896.0,2106,6691,242,71,35,9145,4121.87,4060.61,上涨,盘整,False
2026-03-16,4084.79,4092.25,4096.13,4048.09,-0.26,1037223854080.0,10789.14,10777.16,10791.97,10627.44,0.04,696392482816.0,14307.58,14291.15,14320.1,14097.82,0.19,1288107065344.0,4671.56,4669.22,4673.69,4621.81,0.05,598799089664.0,4611,4183,248,73,14,9129,4122.84,4063.69,上涨,盘整,False
2026-03-17,4049.91,4086.3,4108.4,4049.58,-0.85,951228104704.0,10510.78,10803.82,10808.39,10509.68,-2.58,657194942464.0,14039.73,14370.45,14400.36,14039.5,-1.87,1256632877056.0,4637.44,4685.57,4720.86,4637.37,-0.73,578501476352.0,1465,7443,151,47,34,9140,4119.18,4066.63,上涨,盘整,False
2026-03-18,4062.98,4053.31,4065.37,4023.03,0.32,876327469056.0,10651.3,10549.98,10656.46,10471.45,1.34,616469889024.0,14187.8,14108.92,14203.91,13944.37,1.05,1169736204288.0,4658.33,4648.75,4662.29,4604.52,0.45,524173901824.0,5983,2870,197,98,7,9155,4115.91,4069.52,上涨,盘整,False
2026-03-19,4006.55,4028.54,4042.02,3994.17,-1.39,935264976896.0,10401.62,10512.16,10539.47,10357.12,-2.34,647413825536.0,13901.57,14003.7,14098.69,13852.6,-2.02,1175704043520.0,4583.25,4611.44,4634.55,4570.39,-1.61,547850289152.0,774,8220,59,44,24,9121,4109.63,4071.83,上涨,盘整,False
2026-03-20,3957.05,4004.57,4022.7,3955.71,-1.24,964863131648.0,10197.02,10450.53,10508.67,10197.02,-1.97,698558906368.0,13866.2,14021.46,14144.99,13856.49,-0.25,1321995599872.0,4567.02,4602.82,4628.71,4563.07,-0.35,615463059456.0,1254,7728,82,50,41,9155,4100.79,4074.04,上涨,下跌,False
2026-03-23,3813.28,3904.95,3906.62,3794.68,-3.63,1086248255488.0,9682.62,9998.12,10099.15,9617.77,-5.04,733855088640.0,13345.51,13619.94,13758.97,13274.18,-3.76,1345299021824.0,4418.0,4499.1,4514.72,4397.57,-3.26,671719751680.0,448,8606,16,53,142,9265,4087.35,4073.09,上涨,下跌,False
2026-03-24,3881.28,3849.63,3881.42,3807.99,1.78,931418865664.0,9968.29,9868.41,9968.29,9652.79,2.95,637993222144.0,13536.56,13514.67,13536.56,13169.25,1.43,1151449432064.0,4474.72,4458.91,4474.83,4394.29,1.28,530149376000.0,8478,534,61,145,1,9219,4075.54,4073.17,上涨,下跌,False
2026-03-25,3931.84,3892.27,3933.06,3891.82,1.3,967854260224.0,10181.34,10040.88,10213.62,10040.88,2.14,688919347200.0,13801.0,13669.05,13835.03,13666.84,1.95,1211975467008.0,4537.47,4506.62,4542.18,4502.03,1.4,550428147712.0,8182,798,86,112,7,9185,4064.77,4073.86,上涨,下跌,False
2026-03-26,3889.08,3924.96,3937.1,3880.57,-1.09,848361357312.0,10023.52,10170.93,10221.23,9990.29,-1.55,613900812288.0,13606.44,13756.87,13853.1,13573.12,-1.41,1095254605824.0,4477.53,4525.33,4541.05,4468.96,-1.32,471127490560.0,1259,7664,133,44,26,9126,4051.89,4073.39,上涨,下跌,False
2026-03-27,3913.72,3852.09,3924.11,3852.09,0.63,799696420864.0,10172.45,9877.58,10214.94,9875.46,1.49,596938457088.0,13760.37,13423.51,13842.4,13419.31,1.13,1053577052160.0,4502.57,4431.5,4519.89,4431.42,0.56,440517558272.0,7279,1623,149,108,11,9170,4039.43,4073.28,上涨,下跌,False
2026-03-30,3923.29,3884.28,3924.29,3872.78,0.24,839822409728.0,10201.33,10055.5,10202.04,9998.02,0.28,612368384000.0,13726.19,13618.79,13748.21,13536.56,-0.25,1076071366656.0,4491.95,4461.74,4496.41,4447.14,-0.24,444629516288.0,4341,4450,248,86,24,9149,4026.47,4072.99,上涨,下跌,False
2026-03-31,3891.86,3924.07,3948.81,3891.86,-0.8,891945353216.0,10022.45,10175.23,10252.92,10021.14,-1.75,624912760832.0,13478.06,13683.68,13783.97,13478.06,-1.81,1100705955840.0,4450.05,4491.92,4523.17,4450.05,-0.93,484558110720.0,1455,7418,169,66,26,9134,4014.93,4071.86,盘整,下跌,False
2026-04-01,3948.55,3939.57,3955.94,3929.92,1.46,897278214144.0,10240.59,10212.36,10257.31,10130.87,2.18,654816051200.0,13706.52,13731.39,13740.97,13603.79,1.7,1115237777408.0,4526.07,4517.27,4532.11,4492.05,1.71,503744069632.0,7637,1260,152,110,20,9179,4008.23,4071.61,盘整,上涨,False
2026-04-02,3919.29,3940.8,3952.58,3900.12,-0.74,811896537088.0,10051.44,10198.59,10239.41,9992.64,-1.85,610415673344.0,13486.94,13658.25,13680.63,13418.5,-1.6,1031097352192.0,4478.91,4514.44,4519.69,4459.61,-1.04,429949124608.0,1577,7368,103,44,32,9124,3998.77,4070.84,盘整,上涨,False
2026-04-03,3880.1,3927.59,3929.53,3871.3,-1.0,713830301696.0,9918.82,10091.57,10100.41,9900.38,-1.32,570009649152.0,13352.9,13553.65,13558.91,13345.61,-0.99,942677098496.0,4440.79,4492.85,4494.46,4437.6,-0.85,373234925568.0,1456,7491,110,57,52,9166,3986.56,4069.42,盘整,盘整,False
2026-04-07,3890.16,3884.15,3902.61,3875.68,0.26,723905806336.0,10019.03,9939.42,10063.25,9938.74,1.01,542404575232.0,13400.41,13392.94,13476.08,13305.51,0.36,890489012224.0,4440.62,4445.86,4458.93,4420.69,-0.0,378261700608.0,6451,2382,228,119,13,9193,3976.24,4068.11,盘整,下跌,False
2026-04-08,3995.0,3930.25,3995.0,3926.25,2.7,1074211717120.0,10485.5,10225.5,10485.5,10225.5,4.66,769367998464.0,14042.5,13717.22,14042.5,13694.91,4.79,1360312795136.0,4595.56,4517.34,4595.56,4513.77,3.49,641779171328.0,8570,466,37,269,16,9358,3969.84,4067.64,盘整,盘整,False
2026-04-09,3966.17,3967.63,3979.13,3955.25,-0.72,902481838080.0,10421.57,10390.74,10473.32,10378.37,-0.61,710680379392.0,13996.27,13928.43,14058.05,13891.48,-0.33,1231594323968.0,4566.22,4562.67,4579.2,4552.42,-0.64,500445675520.0,1729,7235,120,63,23,9170,3961.47,4065.68,盘整,盘整,False
2026-04-10,3986.22,3985.46,4011.02,3979.81,0.51,955664105472.0,10516.16,10496.01,10601.98,10496.01,0.91,732380659712.0,14309.47,14098.02,14382.61,14095.88,2.24,1367204560896.0,4636.57,4594.95,4655.1,4590.11,1.54,625718001664.0,6775,2099,207,86,11,9178,3954.33,4064.02,盘整,盘整,False
2026-04-13,3988.56,3971.2,3991.26,3966.2,0.06,919436460032.0,10547.16,10455.14,10558.92,10454.71,0.29,675224289280.0,14407.86,14233.11,14440.26,14233.11,0.69,1230931886080.0,4646.15,4615.13,4653.4,4615.13,0.21,556620972032.0,4161,4656,325,78,17,9237,3948.98,4062.45,盘整,盘整,False
2026-04-14,4026.63,4006.73,4026.63,3992.41,0.95,998435127296.0,10690.57,10625.75,10690.57,10575.52,1.36,762795655168.0,14639.95,14514.69,14640.77,14463.93,1.61,1385288564736.0,4701.28,4676.12,4701.28,4654.85,1.19,605717790720.0,6832,2008,243,92,6,9181,3946.08,4060.88,盘整,盘整,False
2026-04-15,4027.21,4039.47,4050.62,4020.9,0.01,1028851892224.0,10654.27,10743.16,10767.42,10625.11,-0.34,787065536512.0,14498.45,14736.01,14738.53,14440.21,-0.97,1386392977408.0,4685.25,4726.64,4731.27,4672.56,-0.34,604550529024.0,3128,5731,230,80,16,9185,3944.94,4058.58,盘整,盘整,False
2026-04-16,4055.55,4030.14,4057.83,4028.91,0.7,976565501952.0,10841.99,10673.13,10849.35,10645.94,1.76,777156427776.0,14796.33,14546.35,14807.16,14522.86,2.05,1365124841472.0,4736.61,4694.43,4739.22,4689.41,1.1,567611293696.0,7484,1378,285,123,6,9276,3944.57,4057.2,盘整,上涨,False
2026-04-17,4051.43,4043.38,4058.6,4038.43,-0.1,1013520662528.0,10928.8,10824.61,10959.12,10819.46,0.8,807516504064.0,14885.42,14806.28,14916.39,14787.87,0.6,1412063035392.0,4728.67,4729.0,4738.32,4714.47,-0.17,587622711296.0,3995,4861,288,102,20,9266,3946.81,4055.95,盘整,上涨,False
2026-04-20,4082.13,4053.37,4083.19,4051.69,0.76,1084578004992.0,11008.14,10931.22,11016.27,10922.52,0.73,851488866304.0,14966.75,14870.9,15006.92,14845.97,0.55,1494192095232.0,4757.44,4727.17,4763.04,4720.69,0.61,626568396800.0,6051,2738,360,118,15,9282,3953.07,4055.44,盘整,上涨,False
2026-04-21,4085.08,4075.85,4086.64,4062.13,0.07,1033349038080.0,10996.9,10965.37,11001.29,10886.31,-0.1,814586462208.0,14982.14,14920.38,15017.75,14774.08,0.1,1375194578944.0,4768.0,4750.51,4776.83,4722.01,0.22,580407984128.0,3544,5315,234,66,20,9179,3966.66,4055.16,盘整,上涨,False
2026-04-22,4106.26,4074.81,4106.84,4074.68,0.52,1093625905152.0,11146.04,10944.93,11147.39,10944.93,1.36,861064527872.0,15177.29,14897.96,15182.82,14897.96,1.3,1466159202304.0,4799.63,4751.28,4801.45,4750.35,0.66,619505647616.0,5260,3595,236,97,16,9204,3977.91,4055.03,盘整,上涨,False
2026-04-23,4093.25,4110.79,4114.84,4070.46,-0.32,1234396250112.0,10980.43,11147.86,11163.03,10900.65,-1.49,933074370560.0,15043.45,15234.22,15248.43,14934.68,-0.88,1570096152576.0,4786.33,4816.03,4823.47,4759.86,-0.28,693853749248.0,2077,6840,230,62,41,9250,3985.98,4054.69,盘整,上涨,False
2026-04-24,4079.9,4081.03,4092.61,4061.15,-0.33,1143000137728.0,10890.84,10922.83,10966.08,10817.77,-0.82,842230595584.0,14940.3,14951.74,15033.67,14795.22,-0.69,1498859044864.0,4769.37,4771.73,4786.44,4735.61,-0.35,680097808384.0,3114,5727,297,83,51,9272,3995.52,4054.08,盘整,上涨,False
2026-04-27,4086.34,4074.81,4092.83,4071.08,0.16,1136051879936.0,10943.4,10866.44,10972.98,10792.66,0.48,802014691328.0,14995.75,14960.02,15054.46,14919.22,0.37,1453399474176.0,4770.95,4776.34,4795.17,4762.64,0.03,648904835072.0,5269,3597,275,133,53,9327,4004.15,4053.47,盘整,上涨,False
2026-04-28,4078.64,4076.14,4090.2,4062.87,-0.19,1113955500032.0,10795.99,10902.54,10911.75,10748.01,-1.35,805606522880.0,14830.46,14925.22,14943.36,14772.46,-1.1,1422352318464.0,4758.21,4757.08,4778.19,4743.44,-0.27,631521673216.0,2645,6249,178,78,78,9228,4011.92,4052.51,盘整,上涨,False
2026-04-29,4107.51,4061.82,4112.15,4061.82,0.71,1126615351296.0,10930.01,10717.38,10959.89,10717.38,1.24,801612103680.0,15120.92,14751.42,15139.71,14751.42,1.96,1463521771520.0,4810.35,4737.58,4813.61,4737.11,1.1,681020489728.0,7073,1832,144,140,36,9225,4022.7,4052.1,盘整,上涨,False
2026-04-30,4112.16,4107.3,4118.76,4100.97,0.11,1276194717696.0,10989.93,10936.89,11012.21,10910.43,0.55,837416124416.0,15107.55,15157.07,15186.12,15044.86,-0.09,1464716754944.0,4807.31,4820.97,4829.27,4797.54,-0.06,726665396224.0,4692,4118,271,131,42,9254,4030.88,4051.63,盘整,盘整,False
2026-05-06,4160.17,4135.45,4166.15,4129.91,1.17,1465903218688.0,11246.17,11086.67,11282.51,11086.67,2.33,993982545920.0,15459.62,15323.19,15534.67,15254.99,2.33,1760931086336.0,4877.09,4857.65,4892.8,4834.28,1.45,881744281600.0,6832,2044,238,196,7,9317,4042.92,4051.78,盘整,盘整,False
2026-05-07,4180.09,4168.45,4180.21,4163.14,0.48,1359099461632.0,11464.71,11279.34,11464.71,11250.04,1.94,1003885625344.0,15641.89,15541.3,15652.58,15439.48,1.18,1784856051712.0,4900.51,4895.8,4901.86,4866.87,0.48,787236192256.0,6126,2773,263,161,16,9339,4057.92,4052.15,盘整,盘整,False
2026-05-08,4179.95,4163.85,4183.06,4154.25,-0.0,1331673038848.0,11540.91,11401.29,11559.44,11391.75,0.66,988631465984.0,15563.8,15520.38,15639.39,15466.84,-0.5,1716868874240.0,4871.91,4871.12,4887.21,4849.99,-0.58,716546113536.0,5251,3639,271,138,21,9320,4072.41,4053.18,盘整,盘整,False
2026-05-11,4225.02,4201.35,4229.58,4186.08,1.08,1584366747648.0,11693.03,11624.63,11713.36,11559.21,1.32,1103739092992.0,15899.3,15697.44,15921.65,15622.33,2.16,1954494676992.0,4951.84,4902.28,4960.4,4889.57,1.64,904479309824.0,5902,2986,274,174,15,9351,4083.91,4056.67,盘整,盘整,False
2026-05-12,4214.49,4229.28,4230.18,4199.34,-0.25,1465272631296.0,11623.91,11706.98,11706.98,11529.6,-0.59,1022579703808.0,15824.92,15952.79,15952.79,15711.27,-0.47,1777383768064.0,4948.05,4965.02,4971.3,4926.79,-0.08,819351453696.0,2279,6649,232,86,22,9268,4096.33,4059.12,盘整,盘整,False
2026-05-13,4242.57,4192.31,4245.07,4192.31,0.67,1447464009728.0,11804.15,11555.01,11806.73,11553.81,1.55,1025568014336.0,16089.75,15713.54,16100.46,15713.54,1.67,1792550109184.0,4998.34,4919.42,5001.12,4919.42,1.02,823173185536.0,5736,3151,276,183,14,9360,4109.15,4061.46,盘整,盘整,False
2026-05-14,4177.92,4256.16,4258.86,4177.92,-1.52,1498116784128.0,11560.86,11849.39,11852.15,11560.86,-2.06,1078532177920.0,15745.74,16202.22,16207.75,15745.74,-2.14,1864136916992.0,4914.6,5027.64,5030.52,4913.6,-1.68,857446350848.0,1430,7576,167,83,41,9297,4118.61,4063.16,盘整,盘整,False
2026-05-15,4135.39,4174.18,4191.81,4114.09,-1.02,1519240085504.0,11480.24,11571.96,11683.3,11388.9,-0.7,1055993823232.0,15561.37,15753.19,15855.55,15447.4,-1.17,1825236189184.0,4859.59,4911.62,4935.62,4832.69,-1.12,887687413760.0,2371,6603,208,93,41,9316,4124.05,4064.32,盘整,盘整,False
2026-05-18,4131.53,4120.14,4145.66,4108.6,-0.09,1315084173312.0,11517.0,11430.46,11576.4,11379.54,0.32,923503689728.0,15530.23,15465.3,15658.11,15419.04,-0.2,1578895933440.0,4833.52,4836.33,4868.6,4806.15,-0.54,733452828672.0,3658,5264,255,140,38,9355,4129.27,4064.46,盘整,盘整,False
2026-05-19,4169.54,4122.96,4170.29,4107.99,0.92,1306522419200.0,11645.28,11488.0,11646.29,11383.03,1.11,928999735296.0,15569.91,15469.36,15585.04,15221.35,0.26,1580035866624.0,4852.88,4818.71,4854.52,4773.53,0.4,712401027072.0,6422,2458,288,142,22,9332,4134.97,4065.15,盘整,盘整,False
2026-05-20,4162.18,4152.7,4169.85,4139.97,-0.18,1358926970880.0,11627.77,11588.94,11639.98,11491.12,-0.15,955914584064.0,15569.98,15487.43,15622.21,15426.38,0.0,1594787495936.0,4850.7,4829.61,4866.21,4825.64,-0.04,729653313536.0,3034,5928,212,97,42,9313,4140.51,4065.65,盘整,盘整,False
2026-05-21,4077.28,4174.38,4199.53,4074.22,-2.04,1595726757888.0,11216.6,11675.75,11735.11,11200.59,-3.54,1094735691776.0,15247.27,15707.96,15894.3,15232.6,-2.07,1885877960704.0,4783.1,4886.24,4937.93,4780.71,-1.39,891936374784.0,1155,7868,165,48,109,9345,4140.26,4064.71,盘整,下跌,False
2026-05-22,4112.9,4096.17,4120.09,4067.75,0.87,1285847515136.0,11480.5,11298.23,11508.12,11246.59,2.35,897736835072.0,15597.3,15382.29,15624.97,15295.57,2.3,1617472520192.0,4845.1,4818.84,4851.35,4785.35,1.3,771823304704.0,6526,2414,254,207,26,9427,4141.65,4065.22,盘整,盘整,False
2026-05-25,4152.57,4126.34,4153.88,4119.8,0.96,1445655347200.0,11565.25,11555.81,11577.48,11411.16,0.74,987952709632.0,15856.61,15716.39,15857.08,15547.16,1.66,1760074924032.0,4921.6,4873.2,4922.44,4857.13,1.58,861179412480.0,4344,4630,217,182,50,9423,4143.97,4065.81,盘整,盘整,False
2026-05-26,4145.37,4137.32,4150.29,4104.46,-0.17,1461685321728.0,11391.35,11501.83,11501.83,11226.02,-1.5,968513486848.0,15876.16,15786.82,15894.55,15662.16,0.12,1782006677504.0,4947.85,4900.12,4952.74,4892.68,0.53,899094478848.0,2751,6220,222,73,57,9323,4146.58,4065.77,盘整,盘整,False
2026-05-27,4093.73,4138.81,4153.56,4077.62,-1.25,1473449033728.0,11173.6,11374.2,11427.49,11096.52,-1.91,935803158528.0,15736.47,15868.9,16047.41,15656.65,-0.88,1765113200640.0,4908.17,4940.95,4974.21,4891.34,-0.8,909011910656.0,1466,7567,164,63,56,9316,4147.27,4064.89,盘整,盘整,False
2026-05-28,4098.64,4080.3,4110.78,4055.83,0.12,1361325719552.0,11329.21,11145.5,11356.46,11077.22,1.39,906017308672.0,15861.89,15691.16,15889.83,15504.79,0.8,1606824886272.0,4914.21,4889.27,4922.33,4843.23,0.12,819897892864.0,4927,4015,254,164,28,9388,4147.88,4063.82,盘整,下跌,False
2026-05-29,4068.57,4110.52,4112.96,4055.89,-0.73,1532067315712.0,10964.21,11365.89,11371.71,10903.71,-3.22,995865788416.0,15575.13,15957.12,15981.93,15492.84,-1.81,1786964738048.0,4892.12,4937.51,4954.07,4878.79,-0.45,942236499968.0,2822,6177,201,66,192,9458,4147.38,4061.92,盘整,下跌,False
2026-06-01,4057.74,4067.16,4093.04,4045.69,-0.27,1319801978880.0,10903.09,10944.04,11108.62,10888.52,-0.56,838561431552.0,15340.36,15601.03,15717.45,15316.02,-1.51,1557685993472.0,4844.26,4897.9,4918.79,4836.69,-0.98,823984848896.0,5660,3369,163,170,73,9435,4144.89,4060.84,盘整,下跌,False
2026-06-02,4075.1,4061.46,4089.57,4032.58,0.43,1280966131712.0,10933.16,10915.03,10994.54,10684.86,0.28,835840180224.0,15591.13,15410.7,15664.39,15203.8,1.63,1512025882624.0,4914.56,4860.61,4930.28,4832.0,1.45,806751371264.0,3476,5508,208,116,40,9348,4143.04,4060.72,盘整,盘整,False
2026-06-03,4083.97,4068.34,4107.05,4059.91,0.22,1429755789312.0,10976.39,10936.93,11118.54,10864.58,0.4,958211751936.0,15704.71,15646.69,15962.36,15542.66,0.73,1700522754048.0,4938.81,4921.34,4991.85,4904.9,0.49,906047717376.0,3368,5619,210,114,34,9345,4139.23,4060.31,盘整,盘整,False
2026-06-04,4057.78,4053.67,4080.72,4043.43,-0.64,1274652131328.0,10943.01,10857.75,10980.37,10853.92,-0.3,851198410752.0,15661.57,15540.06,15745.19,15517.94,-0.27,1483016634368.0,4904.75,4897.32,4938.78,4889.75,-0.69,736143409152.0,2189,6843,171,129,32,9364,4133.11,4059.2,盘整,下跌,False
2026-06-05,4027.74,4044.83,4078.93,4015.06,-0.74,1363887915008.0,10904.0,10909.52,11088.52,10805.14,-0.36,959370166272.0,15314.7,15595.7,15710.14,15243.51,-2.21,1705303998464.0,4816.92,4886.96,4924.34,4798.91,-1.79,839863828480.0,4415,4508,278,121,42,9364,4125.5,4058.05,盘整,盘整,False
2026-06-08,3959.34,3938.71,4007.49,3927.85,-1.7,1267277234176.0,10551.92,10539.57,10809.72,10424.46,-3.23,862149017600.0,14821.19,14835.37,15137.75,14681.64,-3.22,1525460893696.0,4713.64,4703.77,4779.86,4677.57,-2.14,761046368256.0,1180,7905,60,88,100,9333,4112.22,4055.32,盘整,下跌,False
2026-06-09,4010.03,3977.54,4010.87,3955.91,1.28,1173088894976.0,10834.59,10683.27,10835.68,10557.46,2.68,843526438912.0,15268.71,14992.55,15274.72,14846.55,3.02,1467207122944.0,4801.81,4743.45,4802.5,4715.39,1.87,713287008256.0,6038,2895,214,228,22,9397,4101.99,4053.27,盘整,下跌,False
2026-06-10,3993.23,3985.12,4006.31,3963.44,-0.42,1227070111744.0,10657.7,10717.42,10786.75,10530.18,-1.63,822336946176.0,14954.1,15062.51,15149.37,14817.11,-2.06,1392172859392.0,4748.59,4753.12,4786.52,4718.99,-1.11,694628384768.0,2210,6778,157,96,91,9332,4089.53,4051.0,盘整,下跌,False
2026-06-11,3987.01,3979.71,3997.48,3958.44,-0.16,1185554628608.0,10601.91,10594.46,10679.95,10499.46,-0.52,819790348288.0,14851.98,14889.57,15062.75,14706.09,-0.68,1366466887680.0,4722.41,4730.07,4766.17,4685.5,-0.55,653931773952.0,2303,6677,158,98,76,9312,4079.98,4049.19,盘整,上涨,False
2026-06-12,4031.51,4017.86,4060.27,4008.18,1.12,1537401552896.0,10661.05,10765.16,10854.61,10619.37,0.56,976641458176.0,14963.41,15149.52,15171.22,14943.43,0.75,1677548191744.0,4777.32,4784.64,4809.86,4757.56,1.16,871477346304.0,6884,2130,192,134,49,9389,4074.79,4048.31,盘整,上涨,False
2026-06-15,4096.47,4053.58,4097.17,4051.07,1.61,1403586215936.0,11055.24,10739.89,11055.24,10739.89,3.7,853963112448.0,15531.11,15153.18,15531.11,15055.95,3.79,1627612512256.0,4891.71,4829.29,4892.55,4803.18,2.39,914145738752.0,6836,2103,263,305,21,9528,4073.04,4049.08,盘整,上涨,False
2026-06-16,4091.89,4094.21,4103.93,4077.87,-0.11,1369613008896.0,11210.47,11061.98,11246.62,11031.05,1.4,897425997824.0,15675.25,15584.37,15761.0,15537.5,0.93,1695082872832.0,4884.23,4894.88,4908.28,4866.06,-0.15,857202556928.0,4561,4410,235,188,22,9416,4069.15,4049.56,盘整,上涨,False
2026-06-17,4108.08,4074.29,4109.96,4073.73,0.4,1403145945088.0,11254.67,11126.47,11277.94,11126.22,0.39,891730591744.0,15880.95,15569.92,15885.49,15569.92,1.31,1688618270720.0,4931.39,4859.7,4933.93,4859.7,0.97,850367610880.0,3408,5594,214,157,22,9395,4066.45,4051.26,盘整,上涨,False
2026-06-18,4090.48,4094.23,4117.45,4080.29,-0.43,1560474025984.0,11336.77,11214.47,11369.75,11196.3,0.73,909244432384.0,16030.7,15826.79,16104.77,15825.32,0.94,1749632942080.0,4941.6,4916.04,4976.89,4916.04,0.21,1021710696448.0,3643,5360,218,144,37,9402,4067.11,4053.48,盘整,上涨,False
2026-06-22,4163.1,4093.95,4164.42,4070.17,1.78,1704000356352.0,11451.23,11387.71,11451.3,11121.25,1.01,1046023831552.0,16372.5,16095.63,16374.02,15914.05,2.13,2033198432256.0,5059.66,4949.35,5061.51,4928.46,2.39,1145900236800.0,5627,3346,270,220,30,9493,4069.62,4059.31,盘整,上涨,False
2026-06-23,4106.25,4153.59,4175.35,4085.59,-1.37,1594542391296.0,11295.39,11431.11,11508.55,11227.09,-1.36,965557354496.0,15854.2,16324.24,16355.95,15756.41,-3.17,1846221602816.0,4919.39,5048.03,5064.27,4892.09,-2.77,1047052877824.0,3477,5521,242,135,78,9453,4067.3,4063.06,盘整,上涨,False
2026-06-24,4110.81,4090.1,4117.28,4075.49,0.11,1514193289216.0,11394.36,11249.9,11402.07,11134.41,0.88,929320730624.0,16051.32,15782.4,16068.41,15730.16,1.24,1770134962176.0,4943.02,4900.38,4953.23,4892.27,0.48,964945838080.0,3247,5805,117,153,36,9358,4065.57,4066.04,盘整,上涨,False
2026-06-25,4120.28,4103.48,4133.1,4093.01,0.23,1618996494336.0,11380.33,11402.2,11468.26,11287.73,-0.12,1004837142528.0,16344.08,16099.76,16359.62,16058.85,1.82,1975291478016.0,5020.1,4950.98,5032.0,4944.88,1.56,1110040903680.0,2871,6170,125,131,55,9352,4066.9,4069.9,上涨,上涨,False
2026-06-26,4027.27,4098.69,4099.78,4007.86,-2.26,1621195751424.0,11088.8,11313.47,11324.6,11046.56,-2.56,980329496576.0,15782.22,16211.41,16215.45,15728.84,-3.44,1931214716928.0,4868.22,4981.83,4981.98,4845.19,-3.03,1068082659328.0,1120,7983,68,87,95,9353,4063.33,4071.79,上涨,下跌,False
2026-06-29,4073.9,4026.69,4075.33,3992.55,1.16,1666220425216.0,11062.33,11103.51,11165.87,10826.95,-0.24,995106357248.0,15812.87,15781.79,15938.23,15487.93,0.19,1851533426688.0,4926.92,4866.04,4928.6,4827.15,1.21,1053723852800.0,4932,4059,257,218,91,9557,4063.6,4074.3,上涨,盘整,False
2026-06-30,4094.4,4058.17,4097.42,4052.17,0.5,1530326024192.0,11335.65,11035.11,11340.81,10987.85,2.47,926096883712.0,16205.56,15811.67,16232.23,15809.65,2.48,1743431663616.0,4979.43,4914.49,4987.56,4914.49,1.07,985795198976.0,5389,3627,233,292,19,9560,4065.43,4077.67,上涨,下跌,False
2026-07-01,4112.45,4090.76,4143.31,4087.54,0.44,1698487599104.0,11462.91,11353.63,11531.61,11342.27,1.12,1046892183552.0,16119.17,16226.98,16332.48,15988.42,-0.53,1961516072960.0,4958.98,4972.69,5017.38,4925.63,-0.41,1101717569536.0,6654,2412,185,245,27,9523,4067.3,4080.41,盘整,下跌,False
