trade_id,代码,信号日,买入日,卖出日,is_zt,lu_250d,lu_60d,lu_20d,est_float_cap,price,avg_amount_20d_yi,max_consec_zt,is_250d_high,days_since_last_zt,pre_vol_slope,pre_price_slope,pre_vol_expansion,pre_price_compression,pre_sum_chg,pre_pos_days,pre_close_pos,mkt_7pct_count,mkt_zt_count,mkt_avg_7pct_gain,mkt_hot_sector_count,mkt_sh_above_ma60,sec_zt_count,sec_avg_gain,sec_has_zhongjun,sec_stock_count,sec_is_top1,sec_rank,sec_pos_days_3d,key,评分,信号涨幅%,突破幅度%,量比MAVOL180,持有天数,label_3d_return,label_return_gt_5pct,label_return_gt_0pct,label_is_zt,label_max_return,label_max_drawdown,label_day1_return
183,002549,20250815,20250818,20250821,0,14,4,3,3706.7,16.68,11.6,5,1,0,12.62,2.8,1.89,2.89,27.2,8,0.73,237,158,10.87,1,1,1.0,2.35,0.0,39.0,0.0,22.0,2.0,002549_20250815,65,10.0%,2.5,1.4,3,-0.0958,0,0,0,0.09175920514319114,-0.09994155464640556,0.03798947983635314
184,600673,20250815,20250818,20250821,0,11,5,1,2262.6,17.03,8.0,1,1,0,7.85,1.26,1.48,1.16,7.55,5,0.53,237,158,10.87,1,1,1.0,4.41,0.0,6.0,0.0,18.0,2.0,600673_20250815,75,10.0%,5.6,1.6,3,0.0553,1,1,0,0.1193771626297578,-0.024221453287197124,0.07324106113033446
185,603002,20250815,20250818,20250821,1,12,7,0,1002.9,7.87,3.6,2,1,0,9.43,0.65,1.45,0.51,3.0,5,0.42,237,158,10.87,1,1,1.0,3.49,0.0,11.0,0.0,24.0,2.0,603002_20250815,70,10.1%,4.6,1.9,3,0.0285,0,1,1,0.11070110701106993,-0.019680196801968145,0.009840098400984017
186,603186,20250815,20250818,20250820,1,15,9,1,1025.4,38.48,3.6,2,1,4,14.44,1.27,3.09,2.52,6.97,3,0.67,237,158,10.87,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603186_20250815,79,8.4%,5.7,2.2,2,0.0542,1,1,1,0.15051282051282044,0.03358974358974365,0.10794871794871796
187,600330,20250818,20250819,20250822,0,24,6,1,1563.1,9.44,5.5,1,1,0,13.2,0.77,2.36,2.77,9.04,6,0.83,316,217,11.52,3,1,1.0,3.5,0.0,11.0,0.0,22.0,2.0,600330_20250818,80,10.0%,0.9,5.8,3,-0.0874,0,0,0,-0.03937823834196899,-0.09948186528497417,-0.06321243523316074
188,600400,20250818,20250819,20250822,0,11,4,1,211.6,2.43,0.8,2,0,0,13.99,0.12,2.47,1.4,1.4,4,0.37,316,217,11.52,3,1,1.0,1.04,0.0,7.0,0.0,21.0,2.0,600400_20250818,80,9.9%,5.3,2.2,3,-0.0075,0,0,0,0.15999999999999998,-0.011999999999999922,0.03599999999999994
189,603083,20250818,20250819,20250822,0,22,6,1,4893.4,58.94,17.2,2,1,0,4.25,1.05,1.56,2.11,6.85,5,0.61,316,217,11.52,3,1,2.0,4.0,1.0,21.0,0.0,5.0,2.0,603083_20250818,75,10.0%,5.0,1.7,3,0.0883,1,1,0,0.12046802900461429,-0.010876730388925455,0.09838497033618995
190,603192,20250818,20250819,20250822,0,8,1,1,298.3,24.95,1.1,5,0,0,-4.35,0.2,0.69,0.64,4.94,6,0.64,316,217,11.52,3,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603192_20250818,65,10.0%,3.5,1.5,3,-0.0279,0,0,0,0.1887019230769231,-0.02764423076923082,0.0909455128205128
191,000753,20250819,20250820,20250822,1,12,0,0,518.7,5.98,1.9,7,0,100,-6.99,0.23,0.73,0.82,3.29,5,0.85,181,131,11.12,3,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,000753_20250819,69,7.2%,5.5,1.1,2,0.1091,1,1,1,0.1428571428571428,-0.025210084033613505,0.08235294117647061
192,002421,20250819,20250820,20250825,0,14,11,0,538.7,3.8,2.0,2,0,0,7.58,-0.14,1.6,1.33,0.96,5,0.81,181,131,11.12,3,1,2.0,1.12,1.0,17.0,0.0,4.0,2.0,002421_20250819,85,10.1%,7.5,2.6,3,-0.04019999999999999,0,0,0,0.0026246719160104427,-0.044619422572178456,-0.03149606299212601
193,002445,20250819,20250820,20250825,0,11,1,0,388.6,2.64,1.5,1,0,0,6.75,-0.55,1.47,1.4,-3.19,3,0.37,181,131,11.12,3,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002445_20250819,72,10.0%,1.9,5.4,3,0.0003,0,1,0,0.04198473282442743,-0.022900763358778647,-0.007633587786259549
194,603222,20250819,20250820,20250825,0,18,4,4,654.4,10.78,1.9,4,1,0,22.52,3.83,4.32,6.15,35.28,6,1.0,181,131,11.12,3,1,1.0,0.84,0.0,8.0,0.0,22.0,2.0,603222_20250819,80,10.0%,4.7,2.9,3,-0.0358,0,0,0,0.19960861056751458,-0.06066536203522514,0.11545988258317022
195,002281,20250820,20250821,20250826,0,13,6,1,7530.2,60.5,26.1,2,1,0,8.72,0.86,1.47,2.71,6.91,6,0.64,159,120,10.61,1,1,1.0,1.49,1.0,21.0,0.0,8.0,3.0,002281_20250820,75,10.0%,4.7,2.0,3,0.0424,0,1,0,0.06918032786885243,-0.05245901639344267,-0.017704918032786857
196,002980,20250820,20250821,20250826,0,22,8,2,520.3,26.97,1.8,1,0,0,-7.72,0.16,0.66,0.66,1.62,5,0.56,159,120,10.61,1,1,1.0,1.21,0.0,22.0,0.0,11.0,2.0,002980_20250820,90,10.0%,8.5,3.6,3,-0.046799999999999994,0,0,0,0.0018518518518518782,-0.0666666666666667,-0.04518518518518514
197,600301,20250820,20250821,20250826,0,11,4,0,946.6,28.46,3.3,1,1,5,11.38,2.12,1.49,3.14,15.72,7,0.91,159,120,10.61,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,600301_20250820,69,8.2%,0.4,2.4,3,0.0874,1,1,0,0.14136314460872695,-0.01767039307609095,-0.0010818608005770335
198,002674,20250821,20250822,20250827,0,19,10,7,494.3,13.79,1.7,1,1,0,-1.29,1.61,0.94,1.2,17.21,4,0.74,81,65,10.76,0,1,2.0,1.47,0.0,8.0,0.0,1.0,3.0,002674_20250821,75,10.0%,0.9,2.1,3,-0.0182,0,0,0,0.09144542772861358,-0.028023598820059052,0.008112094395280194
199,603123,20250821,20250822,20250827,0,6,0,0,2149.1,15.37,7.8,3,0,0,5.9,1.51,0.78,0.72,12.0,5,0.51,81,65,10.76,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603123_20250821,75,10.0%,1.4,2.5,3,-0.041299999999999996,0,0,0,0.06621621621621612,-0.03918918918918919,0.031081081081081017
200,603986,20250821,20250822,20250827,0,15,8,3,9355.6,137.16,33.9,2,0,100,10.07,0.89,1.64,1.34,7.78,6,0.85,81,65,10.76,0,1,0.0,-0.57,1.0,41.0,0.0,64.0,3.0,603986_20250821,79,8.0%,5.1,2.9,3,0.1705,1,1,0,0.24703966844286557,0.12625814091178214,0.16785079928952046
201,002290,20250822,20250825,20250828,0,10,4,1,418.2,32.89,1.6,3,0,0,-5.85,-0.34,0.88,0.34,-1.53,4,0.14,266,155,10.24,1,1,3.0,4.42,1.0,10.0,1.0,1.0,2.0,002290_20250822,70,10.0%,2.2,1.7,3,0.055099999999999996,1,1,0,0.1069658991547652,-0.013990090352666976,0.03614106674438924
202,600475,20250822,20250825,20250828,0,18,1,0,1508.7,25.92,4.6,6,1,0,-7.01,0.02,0.68,1.14,11.84,4,1.0,266,155,10.24,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,600475_20250822,70,10.0%,4.0,1.2,3,-0.1698,0,0,0,-0.09080503624570783,-0.19114841663487223,-0.14536436474628012
203,600651,20250822,20250825,20250829,1,11,0,0,2505.6,7.9,8.0,1,1,0,-0.98,0.52,1.3,1.59,7.95,5,0.8,266,155,10.24,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,600651_20250822,80,9.9%,3.4,4.2,4,0.039900000000000005,0,1,1,0.09342105263157906,-0.09868421052631579,-0.05657894736842102
204,002080,20250825,20250826,20250829,0,17,8,2,4329.8,38.15,13.8,1,1,1,1.58,2.64,0.86,0.71,28.06,5,1.0,237,141,10.41,1,1,0.0,1.59,1.0,5.0,0.0,26.0,3.0,002080_20250825,69,8.1%,3.7,1.9,3,-0.053099999999999994,0,0,0,0.06163126147390491,-0.11067400996590626,-0.0611067400996592
205,002378,20250825,20250826,20250829,0,11,2,0,1799.1,13.38,5.5,2,1,0,19.28,2.65,3.04,4.34,27.23,7,1.0,237,141,10.41,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002378_20250825,70,10.0%,5.1,1.3,3,0.0941,1,1,0,0.19438285291943835,0.03473762010347381,0.13821138211382122
206,002916,20250825,20250826,20250829,1,14,3,1,5455.7,161.1,19.4,2,1,8,0.39,0.19,0.98,0.71,8.65,4,0.77,237,141,10.41,1,1,0.0,2.04,1.0,22.0,0.0,43.0,2.0,002916_20250825,59,7.5%,1.7,1.4,3,0.2263,1,1,1,0.2422360248447205,0.0006211180124223249,0.052795031055900624
207,600869,20250825,20250826,20250829,0,16,7,0,1213.9,7.13,4.2,1,1,0,8.99,1.23,1.4,2.34,7.45,6,0.6,237,141,10.41,1,1,2.0,1.74,0.0,22.0,0.0,6.0,2.0,600869_20250825,90,10.0%,8.9,3.6,3,-0.0259,0,0,0,0.009817671809256702,-0.04908835904628326,-0.04488078541374478
208,603163,20250825,20250826,20250829,0,29,4,2,517.8,38.83,1.8,1,1,0,-6.3,0.07,0.83,0.81,4.66,4,0.95,237,141,10.41,1,1,2.0,3.85,0.0,9.0,0.0,2.0,1.0,603163_20250825,75,10.0%,2.5,3.0,3,-0.0063,0,0,0,0.08864975659748912,-0.02946451447604403,-0.021265693056623066
209,002131,20250826,20250827,20250902,1,14,0,0,12110.2,5.31,40.7,7,0,0,9.51,2.75,1.32,1.51,20.95,6,0.62,135,105,10.97,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002131_20250826,80,9.9%,6.9,1.8,4,0.046799999999999994,0,1,1,0.11310592459605025,-0.0879712746858169,-0.026929982046678697
210,600151,20250826,20250827,20250901,0,13,1,0,688.6,8.73,2.5,1,0,0,-3.16,-0.02,0.88,0.82,0.97,5,0.5,135,105,10.97,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,600151_20250826,80,9.9%,2.3,3.4,3,-0.0069,0,0,0,0.025142857142857217,-0.03314285714285704,-0.01028571428571427
211,600397,20250826,20250827,20250901,0,16,7,2,889.9,8.12,2.9,4,1,0,12.48,1.99,1.82,2.85,13.67,5,0.95,135,105,10.97,1,1,1.0,0.55,0.0,33.0,0.0,11.0,2.0,600397_20250826,65,10.0%,0.5,1.2,3,0.0736,1,1,0,0.10447761194029873,-0.04975124378109447,-0.011194029850746141
212,603929,20250826,20250827,20250901,0,26,5,2,311.0,42.45,1.1,2,1,0,9.59,-0.61,1.46,1.13,1.57,4,0.96,135,105,10.97,1,1,1.0,2.4,0.0,9.0,0.0,7.0,2.0,603929_20250826,80,10.0%,9.8,1.7,3,-0.0405,0,0,0,-0.01360544217687078,-0.07528344671201814,-0.04625850340136052
213,605188,20250826,20250827,20250829,1,20,0,0,874.6,15.28,3.0,6,0,0,3.07,0.25,1.22,1.05,6.26,6,0.66,135,105,10.97,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,605188_20250826,80,10.0%,5.5,2.0,2,0.1603,1,1,1,0.3114119922630561,0.09929078014184403,0.19213410702772396
214,605289,20250826,20250827,20250902,1,20,7,1,683.9,49.88,2.2,1,1,9,-7.02,0.73,0.82,1.38,16.85,5,0.94,135,105,10.97,1,1,1.0,2.4,0.0,9.0,0.0,7.0,2.0,605289_20250826,79,7.6%,5.8,2.1,4,0.09759999999999999,1,1,1,0.1929464834939511,-0.04285421365593609,0.03424236210785307
215,002082,20250827,20250828,20250902,0,17,0,0,652.0,9.58,2.2,3,1,0,8.5,1.49,1.05,0.58,18.05,5,0.93,92,68,11.01,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002082_20250827,90,10.0%,9.5,3.1,3,0.0417,0,1,0,0.1301075268817203,-0.020430107526881857,0.026881720430107524
216,600105,20250827,20250828,20250902,0,18,4,1,3029.5,10.77,10.7,3,1,100,-0.48,0.86,1.19,1.39,9.51,6,0.87,92,68,11.01,0,1,1.0,0.78,1.0,21.0,0.0,3.0,3.0,600105_20250827,74,7.5%,3.6,2.1,3,-0.0212,0,0,0,0.11534883720930235,-0.02604651162790692,0.035348837209302396
217,603948,20250827,20250828,20250902,1,8,2,2,181.2,24.11,0.7,3,0,0,1.81,0.44,0.89,0.87,2.93,5,0.87,92,68,11.01,0,1,1.0,-2.61,0.0,39.0,0.0,11.0,2.0,603948_20250827,75,10.0%,2.8,2.6,3,0.14429999999999998,1,1,1,0.39525691699604726,0.1415019762845849,0.1529644268774704
218,002636,20250828,20250829,20250903,0,24,7,1,1613.6,14.6,5.8,5,0,0,-1.51,0.62,1.1,0.69,8.27,6,0.47,267,124,10.05,2,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002636_20250828,75,10.0%,7.3,1.9,3,-0.1818,0,0,0,-0.05168986083499002,-0.18223989396951623,-0.07886017229953608
219,002842,20250828,20250829,20250903,0,21,8,2,1196.2,12.76,4.0,1,1,0,13.14,2.38,2.01,1.53,19.9,8,0.68,267,124,10.05,2,1,1.0,3.04,1.0,9.0,0.0,8.0,1.0,002842_20250828,80,10.0%,1.5,3.9,3,-0.1439,0,0,0,-0.021657953696788718,-0.14712471994025397,-0.03286034353995528
220,600183,20250828,20250829,20250903,0,12,7,1,6224.9,52.5,20.8,1,1,9,-4.4,1.69,0.85,1.26,17.93,4,0.78,267,124,10.05,2,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,600183_20250828,59,8.6%,0.5,1.2,3,-0.0259,0,0,0,0.05578987730061357,-0.06729294478527605,0.05195552147239266
221,000796,20250829,20250901,20250904,0,10,0,0,1873.2,5.92,6.7,1,1,0,4.26,0.27,1.37,0.57,12.09,4,0.74,165,99,10.31,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,000796_20250829,75,10.0%,6.7,1.8,3,0.0764,1,1,0,0.10544217687074832,-0.005102040816326573,0.003401360544217766
222,002210,20250829,20250901,20250904,1,10,5,0,1704.8,3.53,6.1,2,1,0,11.8,0.46,2.35,3.38,3.62,3,0.52,165,99,10.31,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002210_20250829,80,10.0%,9.6,1.7,3,0.0814,1,1,1,0.1561643835616438,0.03013698630136983,0.05205479452054793
223,002989,20250829,20250901,20250904,0,12,8,2,356.2,33.22,1.3,2,0,0,2.65,0.08,1.14,1.79,0.61,6,0.44,165,99,10.31,0,1,1.0,0.15,0.0,7.0,0.0,13.0,1.0,002989_20250829,75,10.0%,0.7,2.3,3,0.0776,1,1,0,0.10480480480480488,0.040240240240240345,0.05645645645645654
224,600545,20250829,20250901,20250904,1,22,9,1,498.4,2.96,1.8,3,0,0,-3.96,-0.07,1.09,1.2,-0.72,3,0.54,165,99,10.31,0,1,1.0,-0.18,0.0,33.0,0.0,11.0,2.0,600545_20250829,65,10.0%,4.3,1.3,3,-0.023399999999999997,0,0,1,0.05315614617940204,-0.0531561461794019,-0.04318936877076409
225,605288,20250829,20250901,20250903,1,16,4,0,406.6,78.91,1.3,2,1,0,3.65,2.79,1.14,1.08,22.79,6,0.79,165,99,10.31,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,605288_20250829,75,10.0%,5.6,1.9,2,0.1971,1,1,1,0.2775434243176179,0.07940446650124076,0.18461538461538474
226,000506,20250901,20250902,20250905,0,18,6,3,642.1,10.09,2.5,2,0,100,-0.28,-0.56,0.93,1.17,-5.17,4,0.09,248,159,10.84,1,1,2.0,7.97,1.0,7.0,0.0,4.0,2.0,000506_20250901,56,7.9%,0.4,1.5,3,-0.0326,0,0,0,0.03197674418604652,-0.04844961240310077,0.016472868217054255
227,000603,20250901,20250902,20250905,0,11,2,2,932.4,19.15,3.2,1,1,0,6.93,0.87,1.16,1.84,8.84,6,0.71,248,159,10.84,1,1,2.0,7.97,1.0,7.0,0.0,4.0,2.0,000603_20250901,75,10.0%,4.6,1.7,3,-0.0285,0,0,0,0.030000000000000072,-0.08000000000000007,-0.015000000000000036
228,000980,20250901,20250902,20250905,0,12,4,0,2146.3,2.83,7.4,3,0,0,6.78,0.98,1.59,1.24,5.85,4,0.53,248,159,10.84,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,000980_20250901,80,10.1%,9.7,1.9,3,-0.0431,0,0,0,0.025179856115108017,-0.12230215827338126,-0.028776978417266053
229,002431,20250901,20250902,20250905,0,7,0,0,302.4,2.52,1.1,4,0,0,4.36,-0.24,1.16,1.8,-2.5,5,0.17,248,159,10.84,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002431_20250901,72,10.0%,6.2,2.1,3,-0.0308,0,0,0,-0.00390625000000009,-0.07031250000000006,-0.03125000000000003
230,002484,20250901,20250902,20250905,0,15,11,2,5642.6,36.64,17.7,2,1,0,7.39,0.53,1.86,1.49,9.76,5,1.0,248,159,10.84,1,1,2.0,1.29,1.0,22.0,0.0,5.0,2.0,002484_20250901,70,10.0%,4.8,1.2,3,-0.12119999999999999,0,0,0,-0.04972826086956517,-0.16657608695652162,-0.07391304347826085
231,002654,20250901,20250902,20250905,0,10,6,2,1992.5,13.99,7.2,5,0,0,1.02,0.56,0.89,0.88,2.91,6,0.43,248,159,10.84,1,1,2.0,0.82,0.0,27.0,0.0,3.0,1.0,002654_20250901,75,10.0%,2.2,2.2,3,-0.054400000000000004,0,0,0,-0.02181818181818187,-0.13454545454545452,-0.06836363636363632
232,600531,20250901,20250902,20250905,0,12,2,0,1066.8,9.91,3.8,1,1,0,5.54,0.79,1.37,1.09,5.26,5,0.69,248,159,10.84,1,1,2.0,3.87,1.0,13.0,0.0,2.0,2.0,600531_20250901,80,10.0%,6.2,2.4,3,-0.022099999999999998,0,0,0,0.039254170755642824,-0.05888125613346415,-0.008832188420019614
233,603333,20250901,20250902,20250905,0,4,2,0,388.4,8.79,1.5,6,0,0,-0.1,-0.11,1.01,1.07,-1.51,4,0.18,248,159,10.84,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603333_20250901,65,10.0%,0.1,1.2,3,0.0403,0,1,0,0.0820224719101124,-0.04606741573033709,-0.01573033707865175
234,605289,20250901,20250902,20250905,0,20,7,1,834.7,53.03,2.7,1,1,0,9.84,2.77,1.4,3.43,17.72,5,0.69,248,159,10.84,1,1,1.0,1.24,0.0,9.0,0.0,7.0,1.0,605289_20250901,75,10.0%,8.9,1.1,3,-0.1496,0,0,0,-0.015135135135135197,-0.21801801801801804,-0.07207207207207207
235,002263,20250902,20250903,20250908,1,11,3,0,1417.9,4.03,5.1,5,0,0,-2.5,-0.52,0.92,1.4,0.26,2,0.6,102,69,10.58,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002263_20250902,82,10.1%,11.0,3.3,3,0.0635,1,1,1,0.0942928039702233,-0.06451612903225812,-0.004962779156327658
236,002975,20250903,20250904,20250909,0,23,8,2,1610.8,63.89,5.0,3,1,0,-9.41,1.57,0.54,3.73,19.6,5,1.0,69,56,11.67,0,1,1.0,-2.05,0.0,15.0,0.0,8.0,2.0,002975_20250903,80,10.0%,2.5,4.1,3,-0.1435,0,0,0,-0.02073095823095825,-0.15218058968058973,-0.08476658476658482
237,601929,20250903,20250904,20250909,0,17,1,0,10101.7,5.53,28.7,5,1,0,-1.84,3.94,0.77,1.87,35.8,7,0.8,69,56,11.67,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,601929_20250903,75,9.9%,2.0,2.5,3,0.0706,1,1,0,0.08703703703703698,-0.1666666666666667,0.009259259259259226
238,601116,20250904,20250905,20250912,1,13,1,0,559.6,12.73,2.1,3,0,3,23.8,1.08,4.5,5.57,8.36,4,0.46,84,57,11.04,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,601116_20250904,74,7.5%,1.5,3.3,5,0.33039999999999997,1,1,1,0.41129032258064513,-0.03064516129032264,-0.016129032258064602
239,603127,20250905,20250908,20250911,1,12,4,2,2986.0,34.01,11.3,3,0,0,5.39,0.11,1.2,0.94,-0.19,5,0.35,417,205,10.6,3,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603127_20250905,80,10.0%,5.3,2.0,3,-0.0167,0,0,1,0.01605504587155949,-0.08314220183486244,-0.07626146788990835
240,002971,20250908,20250909,20250912,0,16,13,2,350.9,32.96,1.2,1,1,1,5.25,0.79,1.61,1.95,12.28,6,1.0,191,105,10.18,1,1,4.0,2.47,1.0,39.0,1.0,1.0,1.0,002971_20250908,74,8.1%,2.9,2.5,3,-0.055,0,0,0,-0.007048728164266134,-0.054857493104505134,-0.035550107263254783
241,600173,20250908,20250909,20250911,1,12,1,0,314.7,6.94,1.2,2,0,0,16.41,-0.12,3.43,1.44,-3.62,3,0.34,191,105,10.18,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,600173_20250908,75,10.0%,2.5,2.5,2,0.22870000000000001,1,1,1,0.2909090909090909,0.05034965034965027,0.17342657342657344
242,605298,20250908,20250909,20250915,1,17,2,0,998.5,39.93,2.7,3,1,0,-3.31,3.94,0.82,0.79,37.82,8,1.0,191,105,10.18,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,605298_20250908,80,10.0%,8.0,1.9,4,0.1356,1,1,1,0.19005847953216384,-0.057017543859649036,0.04751461988304101
243,001332,20250909,20250910,20250915,0,9,2,0,244.9,46.05,0.9,2,1,0,5.12,0.52,1.61,1.68,9.56,4,1.0,92,67,10.2,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,001332_20250909,90,10.0%,7.2,6.7,3,0.0695,1,1,0,0.134020618556701,-0.052204430796227295,0.0418951524457117
244,603978,20250909,20250910,20250912,1,13,1,0,386.3,18.82,1.4,2,0,0,-4.78,-0.45,1.0,0.9,-2.62,4,0.68,92,67,10.2,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603978_20250909,80,10.0%,5.4,3.0,2,0.1216,1,1,1,0.18278995189738098,0.027258150721539177,0.12987707108498128
245,603222,20250911,20250912,20250917,0,18,4,4,3528.2,14.06,11.1,5,1,0,-2.0,0.82,1.07,0.74,17.8,6,0.9,267,147,9.97,1,1,1.0,1.83,0.0,8.0,0.0,20.0,1.0,603222_20250911,80,10.0%,1.4,3.4,3,-0.0639,0,0,0,0.0021321961620468627,-0.08315565031982942,-0.0412224591329069
246,603861,20250911,20250912,20250917,0,13,5,3,580.0,11.2,2.1,2,0,0,-8.34,-0.16,0.57,0.61,-1.71,6,0.2,267,147,9.97,1,1,1.0,2.11,1.0,22.0,0.0,12.0,1.0,603861_20250911,75,10.0%,1.5,2.5,3,-0.0323,0,0,0,-0.018324607329843003,-0.05497382198952886,-0.03926701570680637
247,002491,20250912,20250915,20250918,0,24,8,1,1157.9,6.62,4.0,2,1,0,5.35,0.47,1.1,1.56,7.83,5,1.0,145,101,10.68,1,1,3.0,2.24,1.0,21.0,1.0,1.0,2.0,002491_20250912,85,10.0%,7.0,2.5,3,-0.1211,0,0,0,-0.040638606676342434,-0.1320754716981131,-0.07692307692307683
248,601929,20250912,20250915,20250918,0,17,1,0,12547.9,6.25,37.6,5,1,7,3.62,2.35,1.07,1.08,25.83,7,0.86,145,101,10.68,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,601929_20250912,79,8.3%,3.0,3.1,3,-0.1778,0,0,0,0.011513157894736888,-0.17763157894736842,-0.03453947368421052
249,603228,20250912,20250915,20250918,0,9,2,0,7290.4,68.97,25.0,3,1,0,-3.34,-0.62,0.92,0.84,0.05,4,0.85,145,101,10.68,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603228_20250912,80,10.0%,5.5,2.3,3,0.057300000000000004,1,1,0,0.10047846889952163,-0.006959547629404147,0.04378715383500067
250,000572,20250915,20250916,20250919,0,15,1,1,1110.3,5.4,4.0,3,0,0,-3.21,-0.07,0.9,0.73,0.28,4,0.53,141,97,10.29,1,1,1.0,9.98,0.0,1.0,0.0,9.0,2.0,000572_20250915,65,10.0%,0.6,1.1,3,0.0171,0,1,0,0.06542056074766366,-0.042990654205607395,-0.020560747663551298
251,002310,20250915,20250916,20250919,0,12,3,2,719.8,2.67,2.5,1,1,0,-4.52,0.01,0.84,0.75,2.2,6,0.85,141,97,10.29,1,1,2.0,2.39,0.0,13.0,0.0,3.0,3.0,002310_20250915,70,9.9%,1.3,1.7,3,-0.08380000000000001,0,0,0,0.025547445255474394,-0.08759124087591248,-0.0072992700729927066
252,002703,20250915,20250916,20250919,0,12,2,0,733.0,13.51,2.7,2,0,0,-3.13,0.18,0.9,0.67,-0.05,5,0.66,141,97,10.29,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002703_20250915,65,10.0%,3.9,1.4,3,-0.0368,0,0,0,0.05403404885270174,-0.042931162102146564,0.034048852701702506
253,603278,20250915,20250916,20250919,0,17,6,1,473.0,11.94,1.7,6,0,0,11.25,0.56,1.89,1.49,6.44,6,0.68,141,97,10.29,1,1,3.0,0.27,1.0,46.0,1.0,1.0,2.0,603278_20250915,75,10.1%,2.6,2.1,3,-0.0405,0,0,0,0.02321582115219257,-0.047291487532244256,-0.006878761822871888
254,603335,20250915,20250916,20250919,0,11,7,3,336.3,5.83,1.2,2,0,0,19.31,1.04,4.23,3.76,5.35,6,0.43,141,97,10.29,1,1,2.0,0.69,1.0,46.0,0.0,4.0,2.0,603335_20250915,70,10.0%,4.7,1.4,3,-0.0187,0,0,0,0.05922165820642972,-0.050761421319796926,0.006768189509306266
255,603316,20250916,20250917,20250922,0,17,6,0,882.9,11.45,3.0,6,0,0,3.57,1.26,1.89,2.19,8.97,5,0.57,182,114,10.41,2,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603316_20250916,65,10.0%,2.4,1.3,3,0.0316,0,1,0,0.13321332133213326,-0.003600360036003524,0.10621062106210619
256,603936,20250916,20250917,20250922,0,9,6,0,2657.5,14.52,8.7,1,1,0,1.78,1.52,1.31,1.18,14.56,6,0.91,182,114,10.41,2,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603936_20250916,80,10.0%,4.2,2.8,3,-0.0524,0,0,0,0.05165289256198347,-0.05991735537190077,-0.01584022038567496
257,002202,20250917,20250918,20250923,0,13,2,2,3873.8,13.23,14.0,2,1,8,-0.82,0.92,0.82,0.48,8.58,3,0.74,145,106,10.78,2,1,0.0,3.39,1.0,4.0,0.0,77.0,0.0,002202_20250917,79,7.5%,3.3,3.0,3,-0.0058,0,0,0,0.06311787072243347,-0.01749049429657798,0.04258555133079851
258,600337,20250917,20250918,20250924,1,14,0,0,304.4,2.45,1.0,3,0,0,-1.45,1.25,0.92,1.0,11.5,8,0.96,145,106,10.78,2,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,600337_20250917,85,9.9%,9.1,2.4,4,-0.0593,0,0,1,0.15139442231075712,-0.1274900398406374,-0.031872509960159216
259,600537,20250917,20250918,20250923,0,14,1,0,1006.4,4.36,3.5,2,1,0,3.5,0.48,1.28,1.23,8.88,6,0.74,145,106,10.78,2,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,600537_20250917,75,10.1%,10.4,1.5,3,-0.1632,0,0,0,-0.039387308533916976,-0.17505470459518604,-0.08971553610503284
