trade_id,代码,信号日,买入日,卖出日,is_zt,lu_250d,lu_60d,lu_20d,est_float_cap,price,avg_amount_20d_yi,max_consec_zt,is_250d_high,days_since_last_zt,pre_vol_slope,pre_price_slope,pre_vol_expansion,pre_price_compression,pre_sum_chg,pre_pos_days,pre_close_pos,mkt_7pct_count,mkt_zt_count,mkt_avg_7pct_gain,mkt_hot_sector_count,mkt_sh_above_ma60,sec_zt_count,sec_avg_gain,sec_has_zhongjun,sec_stock_count,sec_is_top1,sec_rank,sec_pos_days_3d,key,评分,信号涨幅%,突破幅度%,量比MAVOL180,持有天数,label_3d_return,label_return_gt_5pct,label_return_gt_0pct,label_is_zt,label_max_return,label_max_drawdown,label_day1_return
70,002240,20250619,20250620,20250625,0,15,4,1,487.8,12.34,1.8,1,0,0,10.49,-0.46,1.45,1.7,-3.74,3,0.06,62,47,10.85,0,1,1.0,2.4,0.0,4.0,0.0,8.0,1.0,002240_20250619,72,10.0%,1.7,3.6,3,0.038599999999999995,0,1,0,0.07038834951456319,-0.015372168284789604,0.0040453074433657536
71,002805,20250619,20250620,20250625,0,16,8,1,193.2,13.05,0.7,1,0,0,-0.97,-0.04,0.78,0.65,1.01,6,0.22,62,47,10.85,0,1,1.0,0.25,0.0,11.0,0.0,6.0,2.0,002805_20250619,57,10.0%,1.9,1.4,3,0.1629,1,1,0,0.2004643962848297,-0.0007739938080495191,0.09133126934984517
72,601606,20250619,20250620,20250624,1,17,0,0,1451.8,16.69,4.9,2,1,0,3.36,0.53,1.57,1.5,7.52,5,1.0,62,47,10.85,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,601606_20250619,85,10.0%,5.0,4.3,2,0.2107,1,1,1,0.2992220227408737,0.08797127468581681,0.20885697187312977
73,603533,20250619,20250620,20250625,0,10,3,0,728.9,22.06,2.7,1,0,0,2.3,0.16,0.88,1.23,1.07,5,0.32,62,47,10.85,0,1,1.0,1.78,0.0,3.0,0.0,9.0,1.0,603533_20250619,75,10.0%,4.4,2.1,3,-0.07,0,0,0,-0.05434782608695652,-0.1039130434782609,-0.06652173913043483
74,605580,20250619,20250620,20250625,0,11,6,1,96.6,12.29,0.4,1,0,0,-1.26,-0.07,1.05,1.05,0.24,4,0.41,62,47,10.85,0,1,1.0,-0.89,0.0,13.0,0.0,2.0,2.0,605580_20250619,70,10.0%,4.7,1.2,3,0.0124,0,1,0,0.03253968253968255,-0.05317460317460317,0.019047619047619067
75,601908,20250620,20250623,20250626,0,10,0,0,845.3,3.3,3.3,3,0,0,-8.08,-0.45,0.48,0.94,-1.47,3,0.0,79,63,11.38,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,601908_20250620,67,10.0%,8.1,1.9,3,0.0277,0,1,0,0.07165109034267912,0.018691588785046745,0.03738317757009349
76,603616,20250620,20250623,20250626,0,20,4,0,124.4,4.46,0.5,2,0,0,-4.51,-0.41,0.84,1.04,-4.46,2,0.07,79,63,11.38,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603616_20250620,65,10.1%,0.8,1.1,3,0.0212,0,1,0,0.11434977578475332,-0.042600896860986635,0.020179372197309385
77,002040,20250623,20250624,20250627,0,8,1,0,1805.5,11.7,6.9,5,0,0,-3.93,-0.63,0.69,0.82,2.78,5,0.24,157,107,10.62,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002040_20250623,62,10.0%,1.2,1.9,3,-0.0733,0,0,0,0.014146772767462434,-0.08664898320070737,-0.04597701149425299
78,002213,20250623,20250624,20250627,0,15,1,0,1268.5,19.14,4.4,3,0,0,11.2,1.61,2.26,2.38,9.1,5,0.52,157,107,10.62,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002213_20250623,80,10.0%,6.7,1.9,3,-0.0571,0,0,0,0.034395548811330286,-0.08952959028831561,-0.018715225088518007
79,002824,20250623,20250624,20250627,0,10,5,0,161.5,16.28,0.6,1,0,0,-6.04,-0.47,0.84,0.8,-4.51,2,0.01,157,107,10.62,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002824_20250623,62,10.0%,6.0,1.4,3,0.0336,0,1,0,0.05260011954572618,-0.008368200836820118,0.0011954572624028436
80,000892,20250624,20250625,20250627,1,23,6,5,509.3,4.63,1.8,4,0,0,5.99,0.34,1.66,0.92,9.07,5,0.94,175,109,10.44,3,1,1.0,6.1,0.0,2.0,0.0,14.0,2.0,000892_20250624,80,10.0%,5.0,2.5,2,0.0394,0,1,1,0.11158798283261794,-0.12017167381974259,0.030042918454935553
81,002281,20250624,20250625,20250630,0,13,6,1,2434.8,47.19,9.1,2,0,0,-1.86,-0.06,0.83,1.16,-1.13,3,0.17,175,109,10.44,3,1,1.0,3.35,1.0,21.0,0.0,8.0,1.0,002281_20250624,65,10.0%,3.5,1.3,3,0.0229,0,1,0,0.04245577523413124,-0.014568158168574314,0.008324661810614063
82,002846,20250624,20250625,20250630,0,6,0,0,1784.6,16.4,5.6,3,1,0,0.37,0.74,1.35,1.4,10.34,5,1.0,175,109,10.44,3,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002846_20250624,85,10.0%,7.8,2.9,3,0.1631,1,1,0,0.21040327293980138,-0.013442431326709551,0.10052600818234944
83,603929,20250625,20250626,20250701,0,26,5,2,257.8,33.22,0.9,1,0,0,-5.38,0.54,0.96,0.95,10.9,6,0.76,147,100,11.56,0,1,2.0,2.7,0.0,9.0,0.0,1.0,3.0,603929_20250625,80,10.0%,9.5,1.9,3,0.0487,0,1,0,0.06919575113808782,-0.004248861911987877,0.005159332321699381
84,000892,20250626,20250627,20250702,0,23,6,5,704.6,4.8,2.4,4,0,0,15.74,1.39,2.42,2.23,9.62,4,0.67,100,81,11.38,0,1,1.0,4.85,0.0,2.0,0.0,8.0,2.0,000892_20250626,85,10.1%,7.5,2.4,3,-0.06570000000000001,0,0,0,0.11373390557939919,-0.06866952789699576,0.03862660944206003
85,002167,20250626,20250627,20250702,0,11,7,4,1826.3,11.5,6.3,2,1,0,1.77,0.29,1.35,1.19,7.92,4,0.86,100,81,11.38,0,1,1.0,0.65,0.0,9.0,0.0,4.0,3.0,002167_20250626,70,10.1%,4.4,1.1,3,-0.07919999999999999,0,0,0,-0.041702127659574484,-0.09531914893617015,-0.05276595744680845
86,603316,20250626,20250627,20250704,1,17,6,0,166.6,7.43,0.6,3,1,0,12.99,-0.22,1.92,2.66,-1.95,5,0.37,100,81,11.38,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603316_20250626,75,10.1%,1.6,2.4,5,0.5458,1,1,1,0.756,0.19866666666666669,0.19866666666666669
87,002484,20250627,20250630,20250703,0,15,11,2,1123.9,20.66,4.2,1,0,100,-0.42,0.1,1.0,1.21,1.01,4,0.65,114,84,16.97,0,1,1.0,2.09,1.0,21.0,0.0,6.0,3.0,002484_20250627,69,8.6%,4.9,1.7,3,0.0042,0,1,0,0.009680542110358145,-0.03823814133591477,-0.002904162633107392
88,002882,20250627,20250630,20250703,0,3,1,0,5110.6,37.4,15.6,2,1,0,9.32,3.8,1.68,2.5,28.71,8,0.74,114,84,16.97,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002882_20250627,80,10.0%,5.5,3.0,3,-0.0268,0,0,0,0.05828877005347593,-0.12085561497326193,-0.03796791443850272
89,600152,20250630,20250701,20250704,0,13,5,1,399.9,7.61,1.4,2,1,0,28.5,1.34,4.5,3.77,15.35,6,1.0,172,109,10.59,0,1,2.0,2.36,0.0,11.0,0.0,4.0,2.0,600152_20250630,90,10.0%,7.8,5.3,3,-0.1324,0,0,0,0.08684210526315791,-0.13026315789473675,-0.02631578947368412
90,603228,20250630,20250701,20250704,0,9,2,0,2800.1,41.84,9.2,2,1,0,12.71,1.39,2.4,2.52,17.29,5,0.94,172,109,10.59,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603228_20250630,85,10.0%,8.1,2.7,3,0.11109999999999999,1,1,0,0.13663555874611152,-0.03900454654223505,-0.01651112706389083
91,002173,20250701,20250702,20250707,0,14,2,1,3279.7,15.68,10.7,2,1,0,-1.22,0.79,0.78,0.71,13.2,4,0.96,116,83,10.97,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002173_20250701,65,10.0%,3.3,1.2,3,-0.0379,0,0,0,0.07256524506683644,-0.05283259070655633,-0.02482495225970723
92,600619,20250701,20250702,20250707,0,12,0,0,747.7,12.55,2.7,5,0,0,13.19,0.61,1.82,1.77,6.5,6,0.76,116,83,10.97,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,600619_20250701,75,10.0%,6.8,1.7,3,-0.052000000000000005,0,0,0,0.0023828435266083684,-0.058776806989674364,-0.026211278792692617
93,603726,20250701,20250702,20250707,0,10,7,3,202.9,17.81,0.7,1,0,0,27.95,0.77,8.29,2.15,4.05,5,0.45,116,83,10.97,1,1,1.0,1.0,0.0,10.0,0.0,9.0,2.0,603726_20250701,80,10.0%,7.6,1.7,3,-0.049,0,0,0,-0.02582818641212787,-0.07467714766984831,-0.03537338573834919
94,002549,20250702,20250703,20250708,0,14,4,3,2028.3,12.46,6.6,5,1,0,-1.92,1.65,0.73,2.26,18.84,5,1.0,99,77,10.85,1,1,1.0,0.11,1.0,39.0,0.0,11.0,3.0,002549_20250702,85,10.0%,6.0,3.3,3,-0.07429999999999999,0,0,0,0.05428796223446101,-0.0983477576711251,-0.061369000786782146
95,603716,20250702,20250703,20250707,1,15,1,1,1686.1,17.42,5.3,4,1,0,1.82,2.15,1.25,1.1,20.13,7,1.0,99,77,10.85,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603716_20250702,65,10.0%,1.0,1.4,2,0.24960000000000002,1,1,1,0.2897664071190212,0.17241379310344815,0.17241379310344815
96,001267,20250703,20250704,20250709,0,22,3,0,519.3,10.89,1.8,2,1,0,4.93,0.98,1.25,1.73,7.91,5,0.78,120,84,10.36,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,001267_20250703,85,10.0%,8.4,2.0,3,0.0771,1,1,0,0.1007326007326007,-0.021978021978021997,-0.012820512820512872
97,002384,20250703,20250704,20250709,0,16,6,2,9862.0,43.3,33.0,1,1,2,3.97,1.08,1.36,2.44,7.21,6,0.69,120,84,10.36,1,1,2.0,4.29,1.0,22.0,0.0,3.0,2.0,002384_20250703,59,9.3%,1.4,1.4,3,0.032400000000000005,0,1,0,0.053336308859629554,-0.10354831510823477,-0.09707654541397012
98,603130,20250703,20250704,20250709,0,11,2,2,391.0,32.2,1.4,2,1,0,12.55,1.65,1.64,1.18,12.08,5,0.69,120,84,10.36,1,1,1.0,1.55,0.0,8.0,0.0,9.0,0.0,603130_20250703,65,10.0%,1.2,1.2,3,0.030699999999999998,0,1,0,0.1369565217391303,0.006832298136645927,0.04627329192546568
99,603256,20250703,20250704,20250710,1,34,9,0,1145.5,17.62,3.5,2,1,0,-2.06,2.59,0.88,1.95,26.48,5,0.69,120,84,10.36,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603256_20250703,80,10.0%,5.3,2.1,4,0.1873,1,1,1,0.32486486486486493,-0.007567567567567599,0.0945945945945946
100,600475,20250704,20250707,20250711,1,18,1,0,436.5,12.57,1.5,2,1,0,4.39,0.1,1.36,2.07,6.26,3,1.0,78,59,11.73,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,600475_20250704,80,10.0%,2.0,6.8,4,0.2703,1,1,1,0.5038461538461539,0.024615384615384636,0.17000000000000007
101,001896,20250707,20250708,20250715,1,21,6,1,545.6,5.39,1.9,1,1,0,8.03,1.34,1.52,1.69,12.26,8,0.78,123,86,10.42,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,001896_20250707,80,10.0%,5.5,2.8,5,0.1157,1,1,1,0.28113879003558717,-0.024911032028469695,0.012455516014234926
102,002052,20250707,20250708,20250711,0,11,2,1,865.1,12.42,2.9,1,1,0,5.5,2.69,1.15,1.84,24.94,5,0.84,123,86,10.42,1,1,3.0,4.27,1.0,9.0,1.0,1.0,2.0,002052_20250707,80,10.0%,5.5,2.9,3,-0.06,0,0,0,0.061290322580645144,-0.07903225806451616,0.02338709677419348
103,002735,20250707,20250708,20250711,0,9,3,0,2597.1,15.84,10.3,3,0,0,7.51,0.38,1.36,2.2,0.04,5,0.19,123,86,10.42,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002735_20250707,70,10.0%,3.7,1.6,3,0.06280000000000001,1,1,0,0.08755472170106318,-0.018761726078799293,0.03564727954971848
104,600513,20250707,20250708,20250715,1,15,2,2,492.7,11.89,1.7,2,0,0,7.39,1.1,1.59,0.88,15.93,7,0.87,123,86,10.42,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,600513_20250707,80,10.0%,6.8,1.8,5,0.2002,1,1,1,0.33766233766233766,-0.004058441558441616,0.004870129870129911
105,001389,20250708,20250709,20250714,0,15,4,2,1970.0,65.19,7.1,2,0,0,4.69,0.87,1.32,1.47,7.62,6,0.54,127,84,10.02,2,1,3.0,4.37,1.0,22.0,1.0,1.0,1.0,001389_20250708,85,10.0%,5.3,3.2,3,-0.06309999999999999,0,0,0,0.00960096009600961,-0.0831083108310831,-0.041254125412541254
106,002640,20250709,20250710,20250715,0,9,5,1,3259.9,5.45,11.7,7,0,0,-2.47,0.12,0.93,0.87,1.36,4,0.57,89,68,11.07,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002640_20250709,80,10.1%,8.0,1.5,3,-0.0405,0,0,0,0.13028169014084512,-0.047535211267605564,0.06161971830985925
107,603127,20250709,20250710,20250715,0,12,4,2,2205.2,26.52,7.1,3,1,7,7.39,2.63,1.33,0.9,25.05,6,0.94,89,68,11.07,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603127_20250709,79,7.2%,3.1,2.5,3,-0.024300000000000002,0,0,0,0.04073789392774784,-0.05995388162951571,0.0
108,002506,20250710,20250711,20250716,0,15,1,0,1709.9,2.86,6.1,2,0,0,-2.64,0.26,0.81,0.62,4.35,5,0.38,100,77,10.68,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002506_20250710,80,10.0%,0.7,3.0,3,-0.0825,0,0,0,0.01718213058419238,-0.0859106529209622,-0.0034364261168385673
109,002674,20250710,20250711,20250716,0,19,10,7,146.2,10.85,0.5,1,1,0,-11.87,0.02,0.41,0.33,0.45,6,0.14,100,77,10.68,0,1,2.0,2.34,0.0,8.0,0.0,2.0,2.0,002674_20250710,80,10.0%,0.7,6.4,3,-0.0070999999999999995,0,0,0,0.060909090909090906,-0.0863636363636363,-0.05818181818181823
110,603093,20250711,20250714,20250717,1,9,3,0,3381.0,27.79,10.3,3,1,0,-3.64,0.78,0.98,1.16,9.82,4,1.0,120,86,11.02,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603093_20250711,85,10.0%,8.0,3.0,3,-0.013000000000000001,0,0,1,0.050915750915750936,-0.14652014652014653,-0.1315018315018315
111,002192,20250714,20250715,20250718,0,12,4,1,665.9,34.63,2.4,2,0,0,-1.68,0.31,0.79,0.61,2.86,4,0.54,127,91,10.32,0,1,2.0,5.78,0.0,4.0,0.0,3.0,2.0,002192_20250714,70,10.0%,2.1,1.8,3,0.041100000000000005,0,1,0,0.06892453951277482,-0.037136066547831255,-0.02822341057635163
112,002896,20250714,20250715,20250718,0,11,5,1,1824.0,67.58,6.8,3,0,0,19.93,0.33,3.96,2.14,6.69,3,1.0,127,91,10.32,0,1,2.0,1.98,1.0,46.0,0.0,1.0,2.0,002896_20250714,70,10.0%,4.7,1.7,3,0.1429,1,1,0,0.16357142857142862,-0.06400000000000006,0.012857142857142938
113,600793,20250714,20250715,20250718,0,8,6,6,1107.5,30.28,4.1,7,0,0,0.43,0.96,0.71,0.97,7.97,4,0.35,127,91,10.32,0,1,1.0,3.14,0.0,7.0,0.0,11.0,0.0,600793_20250714,65,10.0%,0.6,1.3,3,-0.046,0,0,0,-0.009370816599732181,-0.06626506024096387,-0.05087014725568941
114,002674,20250715,20250716,20250721,0,19,10,7,265.2,11.23,1.0,1,1,3,24.91,0.71,7.75,3.7,4.81,5,0.42,100,63,10.1,0,1,0.0,-0.05,0.0,8.0,0.0,52.0,2.0,002674_20250715,79,8.4%,4.1,6.0,3,-0.057300000000000004,0,0,0,-0.029126213592233014,-0.06796116504854365,-0.04324801412180055
115,600183,20250715,20250716,20250721,0,12,7,1,3206.3,35.7,11.2,1,1,100,1.59,1.45,1.03,1.2,8.28,6,0.75,100,63,10.1,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,600183_20250715,74,8.5%,7.1,1.6,3,0.0727,1,1,0,0.09246287475483342,-0.030260577192490846,0.04959372373213795
116,002645,20250716,20250717,20250722,1,21,7,0,1137.4,13.92,3.5,4,1,0,19.03,3.46,3.14,6.09,33.97,6,1.0,102,74,10.58,2,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002645_20250716,85,10.0%,4.4,6.0,3,0.0703,1,1,1,0.15120525931336745,-0.05405405405405407,0.0467494521548576
117,603950,20250716,20250717,20250722,0,21,6,2,293.5,25.81,1.1,1,0,0,5.89,-0.47,1.75,0.82,-2.67,4,0.2,102,74,10.58,2,1,6.0,2.8,0.0,47.0,1.0,1.0,1.0,603950_20250716,62,10.0%,5.5,1.4,3,-0.056600000000000004,0,0,0,-0.0007692307692307529,-0.05884615384615389,-0.028846153846153848
118,001359,20250717,20250718,20250722,1,12,5,1,760.8,42.24,2.6,1,1,0,-2.46,0.49,0.68,0.44,14.98,4,0.7,143,94,10.36,1,1,1.0,1.41,0.0,21.0,0.0,7.0,2.0,001359_20250717,62,10.0%,0.8,1.9,2,0.16620000000000001,1,1,1,0.2321100917431192,0.028440366972477107,0.12018348623853216
119,601869,20250717,20250718,20250723,0,30,4,1,849.1,43.34,3.1,2,0,0,5.01,0.25,1.35,1.01,0.24,4,0.58,143,94,10.36,1,1,2.0,2.65,0.0,21.0,0.0,3.0,2.0,601869_20250717,65,10.0%,2.0,1.5,3,-0.0512,0,0,0,0.005990783410138203,-0.06866359447004601,-0.033179723502304095
120,603083,20250717,20250718,20250723,0,22,6,1,4629.7,52.58,16.7,2,0,0,4.92,0.98,1.47,0.83,4.87,5,0.58,143,94,10.36,1,1,2.0,2.65,0.0,21.0,0.0,3.0,2.0,603083_20250717,65,10.0%,0.7,1.2,3,-0.0758,0,0,0,-0.0015214910612399827,-0.10232027386839095,-0.05439330543933053
121,002645,20250718,20250721,20250724,0,21,7,0,1531.9,14.33,5.0,4,1,0,25.55,5.29,3.51,6.3,39.36,7,0.82,100,68,10.68,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002645_20250718,85,10.0%,5.6,4.5,3,0.036000000000000004,0,1,0,0.05685618729097,-0.0909698996655518,-0.016722408026755852
122,002851,20250718,20250721,20250724,0,13,7,1,4062.4,58.38,14.2,4,0,0,-4.91,0.64,1.23,1.3,6.35,6,0.76,100,68,10.68,0,1,1.0,0.14,1.0,9.0,0.0,9.0,2.0,002851_20250718,70,10.0%,5.2,1.1,3,-0.085,0,0,0,-0.04724277067921983,-0.09112306657700059,-0.07632817753866845
123,600343,20250718,20250721,20250724,0,14,3,2,766.3,13.81,2.8,2,0,0,-8.38,-0.24,0.72,0.73,-1.89,3,0.28,100,68,10.68,0,1,1.0,0.1,1.0,46.0,0.0,7.0,2.0,600343_20250718,75,10.0%,0.2,2.6,3,-0.0194,0,0,0,0.018102824040550324,-0.029688631426502545,-0.008689355539464228
124,600619,20250718,20250721,20250724,1,12,0,0,1712.6,13.73,6.1,5,0,0,-1.98,0.37,0.97,1.32,3.02,5,0.78,100,68,10.68,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,600619_20250718,70,10.0%,1.7,1.6,3,0.145,1,1,1,0.2352941176470589,-0.003676470588235216,0.02426470588235295
125,002370,20250721,20250722,20250725,0,15,2,2,948.5,5.43,3.1,3,1,0,26.27,2.23,4.32,7.25,21.89,7,0.72,220,164,10.99,1,1,2.0,1.63,0.0,32.0,0.0,2.0,3.0,002370_20250721,90,9.9%,8.7,3.9,3,0.020099999999999996,0,1,0,0.05636363636363629,-0.08727272727272735,-0.014545454545454558
126,603280,20250721,20250722,20250725,1,15,0,0,363.8,28.72,1.3,2,0,0,-9.17,-0.1,0.61,0.8,0.06,5,0.68,220,164,10.99,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603280_20250721,75,10.0%,2.0,2.9,3,0.2422,1,1,1,0.39793882978723405,0.10804521276595745,0.15525265957446815
127,601991,20250722,20250723,20250728,0,11,9,1,1762.1,3.89,6.3,1,1,0,11.91,-0.38,1.99,1.86,1.76,4,0.72,192,139,11.13,0,1,1.0,0.89,1.0,13.0,0.0,7.0,1.0,601991_20250722,80,9.9%,3.8,5.0,3,-0.1604,0,0,0,-0.08823529411764702,-0.16176470588235298,-0.10784313725490195
128,002629,20250723,20250724,20250729,0,13,3,0,809.5,7.75,2.7,2,1,0,-4.18,1.78,1.23,0.92,17.23,7,0.96,94,68,10.85,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002629_20250723,85,9.9%,8.8,2.0,3,0.08839999999999999,1,1,0,0.10519307589880172,0.021304926764314266,0.0878828229027963
129,002008,20250724,20250725,20250730,0,11,6,1,1334.8,26.87,4.9,2,0,100,3.59,0.31,1.15,1.54,1.69,5,0.74,160,91,10.1,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002008_20250724,79,7.9%,4.5,2.0,3,-0.0031,0,0,0,0.06792452830188682,-0.0064150943396227055,0.059622641509433895
130,002240,20250724,20250725,20250730,0,15,4,1,1493.7,15.9,5.2,1,0,0,8.16,1.26,1.71,1.7,8.9,5,0.73,160,91,10.1,1,1,2.0,9.02,0.0,4.0,0.0,3.0,1.0,002240_20250724,80,10.0%,1.1,3.7,3,0.0121,0,1,0,0.04234122042341219,-0.0099626400996263,0.00622665006226659
131,600259,20250724,20250725,20250730,0,10,2,0,3278.8,63.39,11.5,2,1,0,-4.02,0.49,1.01,0.89,4.92,6,0.66,160,91,10.1,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,600259_20250724,80,10.0%,5.5,2.6,3,-0.027000000000000003,0,0,0,0.07964043526257684,-0.039899069547389907,0.047153445828733785
132,002975,20250725,20250728,20250731,0,23,8,2,313.6,38.18,1.1,2,0,0,-5.38,0.21,0.66,0.5,3.44,5,0.59,120,70,10.5,0,1,1.0,1.15,0.0,15.0,0.0,7.0,1.0,002975_20250725,75,10.0%,4.9,1.9,3,0.0416,0,1,0,0.1582278481012658,0.027162447257383995,0.04351265822784806
133,603226,20250725,20250728,20250731,0,5,2,1,284.4,17.04,0.9,5,1,0,4.36,2.01,1.31,3.24,20.63,7,1.0,120,70,10.5,0,1,2.0,2.21,0.0,13.0,0.0,2.0,1.0,603226_20250725,75,10.0%,7.0,1.1,3,0.0664,1,1,0,0.1311380704794916,0.0069324090121317735,0.03581744656268059
134,002281,20250728,20250729,20250801,0,13,6,1,4723.1,52.58,17.4,2,0,0,-6.6,-0.06,0.55,0.69,2.58,4,0.35,133,87,10.57,1,1,1.0,1.44,1.0,21.0,0.0,5.0,1.0,002281_20250728,75,10.0%,3.7,2.6,3,-0.029500000000000002,0,0,0,0.03941747572815536,-0.03495145631067956,0.0038834951456311233
135,002796,20250728,20250729,20250801,0,21,2,0,175.0,12.67,0.6,2,0,0,-1.37,-0.18,0.98,0.94,-1.82,5,0.48,133,87,10.57,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002796_20250728,65,10.0%,3.9,1.1,3,-0.0097,0,0,0,0.0209302325581395,-0.02635658914728681,-0.009302325581395425
136,600343,20250728,20250729,20250801,0,14,3,2,1102.7,14.85,3.9,2,1,6,3.24,1.16,0.87,0.54,7.1,4,0.8,133,87,10.57,1,1,0.0,1.29,0.0,46.0,0.0,41.0,2.0,600343_20250728,84,7.3%,5.7,3.3,3,0.058499999999999996,1,1,0,0.07744107744107746,-0.03905723905723906,-0.0047138047138047335
137,002317,20250729,20250730,20250804,0,10,5,2,3507.3,19.73,11.9,2,1,0,-2.81,0.44,0.86,0.74,12.36,4,0.92,140,83,10.76,0,1,1.0,3.65,1.0,7.0,0.0,10.0,2.0,002317_20250729,75,10.0%,3.7,2.6,3,0.0737,1,1,0,0.14196891191709837,-0.009844559585492295,0.03834196891191702
138,002361,20250729,20250730,20250804,0,26,3,1,610.3,6.91,2.3,3,0,0,-0.7,-0.11,0.76,1.04,-0.89,6,0.23,140,83,10.76,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002361_20250729,70,10.0%,2.9,2.0,3,0.0222,0,1,0,0.051428571428571476,-0.05999999999999999,-0.04142857142857143
139,603773,20250729,20250730,20250804,0,26,11,0,433.6,28.27,1.5,2,0,0,8.59,0.46,1.7,2.31,6.29,4,0.92,140,83,10.76,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603773_20250729,75,10.0%,4.6,1.6,3,-0.0169,0,0,0,0.045864933188876834,-0.06067172264355362,-0.0028891296496930965
140,002931,20250730,20250731,20250805,0,29,7,2,265.4,17.34,1.0,1,0,0,-7.8,-0.1,0.73,0.79,1.12,6,0.61,99,66,10.47,0,1,1.0,-1.09,0.0,46.0,0.0,6.0,2.0,002931_20250730,80,10.0%,8.7,1.9,3,-0.0128,0,0,0,0.012216404886561796,-0.04363001745200698,-0.025014543339150652
141,600408,20250730,20250731,20250805,0,22,1,0,233.6,2.49,0.8,2,0,0,1.54,0.88,0.73,0.88,5.67,4,0.48,99,66,10.47,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,600408_20250730,70,10.2%,3.4,1.8,3,-0.07519999999999999,0,0,0,-0.06374501992031861,-0.11952191235059755,-0.10756972111553768
142,600651,20250730,20250731,20250805,1,11,0,0,533.6,5.7,1.8,1,1,0,27.08,1.73,5.32,5.33,16.38,6,0.82,99,66,10.47,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,600651_20250730,90,10.0%,8.6,3.1,3,0.06570000000000001,1,1,1,0.10380622837370236,-0.05709342560553634,-0.03806228373702433
143,601869,20250730,20250731,20250806,1,30,4,1,1199.3,48.62,4.1,2,1,0,0.84,0.11,1.07,0.69,12.44,3,0.91,99,66,10.47,0,1,1.0,-0.93,0.0,21.0,0.0,2.0,3.0,601869_20250730,75,10.0%,3.7,2.8,4,0.0824,1,1,1,0.1661211129296235,0.002659574468085013,0.03784779050736486
144,000811,20250731,20250801,20250806,0,18,12,3,1749.2,12.76,6.4,1,0,0,-8.11,-0.28,0.52,0.92,-3.63,2,0.14,93,63,10.77,2,1,3.0,0.32,0.0,46.0,1.0,1.0,1.0,000811_20250731,75,10.0%,1.8,2.4,3,0.0013,0,1,0,0.021599999999999966,-0.030400000000000062,-0.012800000000000011
145,002173,20250731,20250801,20250806,1,14,2,1,2253.7,15.34,8.8,2,0,22,-7.21,-0.2,0.63,0.72,-0.92,5,0.19,93,63,10.77,2,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002173_20250731,61,7.7%,7.2,1.1,3,0.0552,1,1,1,0.08200000000000003,-0.06199999999999998,-0.016666666666666666
146,002757,20250731,20250801,20250806,0,12,3,1,1256.2,21.78,4.5,3,0,0,-3.42,0.31,0.83,0.59,9.03,6,0.85,93,63,10.77,2,1,3.0,0.53,0.0,33.0,1.0,2.0,2.0,002757_20250731,85,10.0%,7.9,2.4,3,-0.0111,0,0,0,0.025537634408602163,-0.0734767025089606,-0.03091397849462371
